,InAcc ID, 2020 total amount ,GSC Top3,GSC Top3 pct,GSC Recommendation Top3
636,214635," 1,508,165 ","FSQ - GLASS CLOTH TAPES,FTM - POLYESTER FILM TAPES,FSB - COPPER FOIL TAPES",0.919276285,"('FTB - COMPOSITE, ACETATE & PAPER', 401150.06072705175)('FTZ - 1/S10/S20 EPOXY TAPES', 337025.20847701223)('FTF - 60 TO 63 PTFE HI-TEMP TAPES', 148396.1997808258)"
69,70606," 1,489,119 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 627214.8823933811)('FTU - 92/1205 & OTH HI-TEMP', 473692.5948305867)('FTZ - 1/S10/S20 EPOXY TAPES', 458897.14093978575)"
605,213902," 1,463,232 ",BQD - DIELECTRIC AND COSMETIC FILM,1,"('RWI - DIELECTRIC TAPES', 505011.50452179596)('SLR - LIGHT REDIRECTING FILMS', 188902.4512536126)()"
1301,280227," 1,413,579 ",GGB - LOCATING PRODUCTS,1,"('GGR - POINT MARKERS - TELECOM', 138686.9453355176)('FIL - 23 RUBBER TAPE', 17945.23873933326)('FIN - ALL MASTICS', 14423.526233836046)"
1119,267946," 1,404,136 ","FTM - POLYESTER FILM TAPES,FSQ - GLASS CLOTH TAPES,FSB - COPPER FOIL TAPES",0.984838103,"('FTB - COMPOSITE, ACETATE & PAPER', 500960.08884303266)('FTU - 92/1205 & OTH HI-TEMP', 400837.98099609744)('FTZ - 1/S10/S20 EPOXY TAPES', 384618.8377544034)"
303,131262," 1,399,796 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 96025.22217598489)('FQA - LIQUID RESINS', 81156.12508328473)('FTZ - 1/S10/S20 EPOXY TAPES', 67479.64775551605)"
1600,288648," 1,392,302 ","FIG - 22/66R/FRICTION TAPE,FTM - POLYESTER FILM TAPES",1,"('FQA - LIQUID RESINS', 232356.4059808814)('FIF - CORROSION TAPES', 130904.78807414329)('FPV - INTERNAL CHEMICALS ESD', 94648.91279987642)"
795,225961," 1,390,540 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 169932.25700404035)('RWA - SOLAR ACRYLIC FOAM TAPES', 62437.09807490876)('FJB - COLD SHRINK TUBING', 50979.67710121211)"
1864,293871," 1,347,598 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 263532.8670199351)('FJI - SEPARABLE CONNECTORS', 238492.44854451157)('FIP - ARC PROOFING TAPE', 235077.8581886368)"
1026,260457," 1,347,341 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 200473.00766107682)('FIC - 33 VINYL TAPE', 152212.68625334618)('FIL - 23 RUBBER TAPE', 137977.7910306662)"
214,117509," 1,340,427 ","FJC - ENERGY RESINS,FIM - 130C RUBBER TAPE,FIC - 33 VINYL TAPE",1,"('FJI - SEPARABLE CONNECTORS', 255479.0980482363)('FIT - SILICONE TAPE', 243528.72027334498)('FJF - QSIII & QS-2000 SPLICES', 193921.72479400635)"
575,212326," 1,340,107 ","FJG - HIGH VOLTAGE,FJM - QTIII RUBBER TERMINATIONS",1,"('FIQ - TAPE TERM/SPLICING KITS', 100289.418916423)('FJF - QSIII & QS-2000 SPLICES', 82501.74821047412)('FJL - QTII,RUBBER, PORCELAIN TERMI', 78095.82243217513)"
64,69947," 1,314,744 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJZ - MISC PRODUCT - POWER PROD",1,"('FJF - QSIII & QS-2000 SPLICES', 592891.498889098)('FJM - QTIII RUBBER TERMINATIONS', 386415.173231078)('FJI - SEPARABLE CONNECTORS', 260829.31340975134)"
1153,272208," 1,314,240 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 530113.725238784)('FJI - SEPARABLE CONNECTORS', 256121.62022388994)('FJZ - MISC PRODUCT - POWER PROD', 167552.6188026549)"
1814,292848," 1,308,105 ","FJI - SEPARABLE CONNECTORS,FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 298554.3273057357)('FJC - ENERGY RESINS', 249735.9769665718)('FJZ - MISC PRODUCT - POWER PROD', 215596.5675331837)"
2834,306457," 1,305,553 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJI - SEPARABLE CONNECTORS",0.960641929,"('FJZ - MISC PRODUCT - POWER PROD', 160959.06393345198)('FIP - ARC PROOFING TAPE', 83105.12040188564)('FJG - HIGH VOLTAGE', 82186.5248091393)"
969,257493," 1,300,482 ","FTM - POLYESTER FILM TAPES,FTU - 92/1205 & OTH HI-TEMP,FTB - COMPOSITE, ACETATE & PAPER",1,"('FTZ - 1/S10/S20 EPOXY TAPES', 395852.2654016231)('FSQ - GLASS CLOTH TAPES', 307007.98854479974)('FTR - OEM REINFORCED FILAMENT TAPE', 246605.4926246161)"
1303,280239," 1,297,796 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES,FJI - SEPARABLE CONNECTORS",0.973801744,"('FJM - QTIII RUBBER TERMINATIONS', 398511.13482315803)('FJC - ENERGY RESINS', 203933.1202365761)('FJZ - MISC PRODUCT - POWER PROD', 196762.36022689342)"
1272,279022," 1,294,617 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 192628.05952848872)('FIC - 33 VINYL TAPE', 146256.27026143283)('FIL - 23 RUBBER TAPE', 132578.41768503044)"
1015,260388," 1,286,784 ","FJG - HIGH VOLTAGE,FJM - QTIII RUBBER TERMINATIONS,FIQ - TAPE TERM/SPLICING KITS",0.986337197,"('FJF - QSIII & QS-2000 SPLICES', 90078.6935538277)('FJL - QTII,RUBBER, PORCELAIN TERMI', 82195.93427901459)('FJI - SEPARABLE CONNECTORS', 68828.26474418175)"
621,214220," 1,268,029 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 154960.6714674489)('RWA - SOLAR ACRYLIC FOAM TAPES', 56936.1862941465)('FJB - COLD SHRINK TUBING', 46488.201440234676)"
930,248648," 1,267,173 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",0.711232969,"('FIT - SILICONE TAPE', 108663.11473355685)('FIP - ARC PROOFING TAPE', 101819.12636639616)('FIN - ALL MASTICS', 71609.79904680312)"
1652,289159," 1,263,050 ","FTM - POLYESTER FILM TAPES,FTR - OEM REINFORCED FILAMENT TAPE",1,"('FTB - COMPOSITE, ACETATE & PAPER', 513977.3539502179)('FTU - 92/1205 & OTH HI-TEMP', 388298.65911414544)('FTZ - 1/S10/S20 EPOXY TAPES', 378918.5861623803)"
907,245430," 1,262,294 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 187818.66183259743)('FIC - 33 VINYL TAPE', 142604.64977100806)('FIL - 23 RUBBER TAPE', 129268.29589851576)"
2311,299097," 1,254,055 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",0.990045413,"('FJI - SEPARABLE CONNECTORS', 229806.09011921994)('FJZ - MISC PRODUCT - POWER PROD', 157863.8768972728)('FJC - ENERGY RESINS', 149831.2847235143)"
2343,299856," 1,243,313 ",GGM - POINT MARKERS - POWER,1,"('FJC - ENERGY RESINS', 61179.408895402536)('FIQ - TAPE TERM/SPLICING KITS', 58740.9945617545)('FJI - SEPARABLE CONNECTORS', 46529.80114986193)"
1157,272725," 1,238,884 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJI - SEPARABLE CONNECTORS",0.998606085,"('FJC - ENERGY RESINS', 198298.019295757)('FJZ - MISC PRODUCT - POWER PROD', 188531.92597549097)('FIP - ARC PROOFING TAPE', 103012.63415587772)"
3366,315779," 1,229,507 ",FJI - SEPARABLE CONNECTORS,1,"('FJF - QSIII & QS-2000 SPLICES', 293799.3339630174)('FJC - ENERGY RESINS', 269434.993926122)('FJL - QTII,RUBBER, PORCELAIN TERMI', 246483.80784020858)"
182,116168," 1,227,685 ",FHA - HIGH TEMP FLEX ELECTRICAL IN,1,"('FTR - OEM REINFORCED FILAMENT TAPE', 124094.10374931172)('FTM - POLYESTER FILM TAPES', 117952.18250332709)('FTB - COMPOSITE, ACETATE & PAPER', 89702.31559426451)"
1135,270845," 1,214,765 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJZ - MISC PRODUCT - POWER PROD",0.77639043,"('FJI - SEPARABLE CONNECTORS', 236753.66767510015)('FJG - HIGH VOLTAGE', 56177.93244777383)('FJX - ENERGY ACCESSORIES & CONNECT', 55271.02149341123)"
476,165867," 1,211,940 ","FTM - POLYESTER FILM TAPES,FSB - COPPER FOIL TAPES,FTU - 92/1205 & OTH HI-TEMP",0.92627234,"('FSQ - GLASS CLOTH TAPES', 283009.87497819343)('FSD - SPECIALTY FOIL TAPES', 178859.89659241246)('FTT - 40 ANTI-STATIC UTILITY TAPE', 125999.14637739601)"
1738,290541," 1,208,576 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 147695.16983375975)('RWA - SOLAR ACRYLIC FOAM TAPES', 54266.6705349621)('FJB - COLD SHRINK TUBING', 44308.55095012793)"
756,217525," 1,203,799 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 507038.2502992865)('FTU - 92/1205 & OTH HI-TEMP', 382931.38636336045)('FTZ - 1/S10/S20 EPOXY TAPES', 370970.79476427526)"
131,86200," 1,203,431 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 198892.31181569438)('FJZ - MISC PRODUCT - POWER PROD', 132206.8599754672)('FJC - ENERGY RESINS', 118523.52178425842)"
2560,302411," 1,199,132 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES,FJI - SEPARABLE CONNECTORS",0.897912095,"('FJC - ENERGY RESINS', 180855.39820493298)('FJZ - MISC PRODUCT - POWER PROD', 174409.03870838776)('FIP - ARC PROOFING TAPE', 90232.45199579424)"
1479,286157," 1,198,960 ","FSB - COPPER FOIL TAPES,FSQ - GLASS CLOTH TAPES,FTU - 92/1205 & OTH HI-TEMP",0.975478744,"('FTB - COMPOSITE, ACETATE & PAPER', 250922.39687753236)('FTZ - 1/S10/S20 EPOXY TAPES', 234712.13909165908)('FSD - SPECIALTY FOIL TAPES', 197792.25053911324)"
837,234661," 1,196,979 ","FHA - HIGH TEMP FLEX ELECTRICAL IN,FTM - POLYESTER FILM TAPES,FSB - COPPER FOIL TAPES",0.888317935,"('FTB - COMPOSITE, ACETATE & PAPER', 185776.87688876892)('FTU - 92/1205 & OTH HI-TEMP', 145698.78291539632)('FTZ - 1/S10/S20 EPOXY TAPES', 140467.32667807542)"
351,141536," 1,194,379 ",FSB - COPPER FOIL TAPES,1,"('FSQ - GLASS CLOTH TAPES', 239561.28140890924)('FSD - SPECIALTY FOIL TAPES', 233787.8720025986)('FTM - POLYESTER FILM TAPES', 227295.53426279902)"
2361,299913," 1,192,287 ","FJM - QTIII RUBBER TERMINATIONS,FJI - SEPARABLE CONNECTORS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 365118.5600004818)('FJC - ENERGY RESINS', 175146.26571469472)('FJZ - MISC PRODUCT - POWER PROD', 163817.46928709603)"
899,244873," 1,188,200 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI,FJZ - MISC PRODUCT - POWER PROD",0.763358393,"('FJC - ENERGY RESINS', 154058.60127360298)('FIT - SILICONE TAPE', 112394.19734258307)('FIP - ARC PROOFING TAPE', 111557.56070031767)"
417,156329," 1,184,379 ","FJI - SEPARABLE CONNECTORS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",0.952958015,"('FJC - ENERGY RESINS', 221333.1310165124)('FJZ - MISC PRODUCT - POWER PROD', 192171.28143321854)('FIQ - TAPE TERM/SPLICING KITS', 68404.46579190697)"
2403,300275," 1,174,518 ",FIP - ARC PROOFING TAPE,1,"('FIN - ALL MASTICS', 234154.7703839241)('FJZ - MISC PRODUCT - POWER PROD', 204885.42408593357)('FIT - SILICONE TAPE', 146998.6132530109)"
2475,301642," 1,173,096 ",RWR - WIND PROTECTION TAPES,1,"('RWO - WIND PROCESSING AIDS', 143359.31201692176)('RWA - SOLAR ACRYLIC FOAM TAPES', 79819.08685276467)('FJB - COLD SHRINK TUBING', 65172.011508055555)"
585,213215," 1,167,861 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 142719.55995058912)('RWA - SOLAR ACRYLIC FOAM TAPES', 52438.51472902454)('FJB - COLD SHRINK TUBING', 42815.86798517674)"
736,217111," 1,161,757 ","FHA - HIGH TEMP FLEX ELECTRICAL IN,FSQ - GLASS CLOTH TAPES,FTR - OEM REINFORCED FILAMENT TAPE",0.932058781,"('FTZ - 1/S10/S20 EPOXY TAPES', 164896.2738908253)('FTU - 92/1205 & OTH HI-TEMP', 154648.86221663683)('FSB - COPPER FOIL TAPES', 139676.97454477625)"
119,73181," 1,135,139 ","FTM - POLYESTER FILM TAPES,FSQ - GLASS CLOTH TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 477743.1664437262)('FTU - 92/1205 & OTH HI-TEMP', 360865.1739794275)('FTZ - 1/S10/S20 EPOXY TAPES', 349621.96368673583)"
1307,280266," 1,132,918 ","FJI - SEPARABLE CONNECTORS,FJF - QSIII & QS-2000 SPLICES,FJZ - MISC PRODUCT - POWER PROD",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 357261.127411186)('FJM - QTIII RUBBER TERMINATIONS', 319019.29785629344)('FJC - ENERGY RESINS', 214525.98327942795)"
1024,260455," 1,127,571 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 167773.04749334164)('FIC - 33 VINYL TAPE', 127384.66159516784)('FIL - 23 RUBBER TAPE', 115471.67749760288)"
906,245321," 1,120,187 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 471820.9279710237)('FTU - 92/1205 & OTH HI-TEMP', 356334.1463026613)('FTZ - 1/S10/S20 EPOXY TAPES', 345204.3007258596)"
139,93263," 1,100,274 ","FIU - BARRICADE TAPE,FJB - COLD SHRINK TUBING",1,"('FKB - ""U"" ELEMENT & IDC CONNECTORS', 116172.82096066412)('FPA - FP H.R TUBING', 82146.58949085629)('FIN - ALL MASTICS', 78964.21409720641)"
142,104062," 1,086,312 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI,FJG - HIGH VOLTAGE",1,"('FJF - QSIII & QS-2000 SPLICES', 514283.7646342291)('FJI - SEPARABLE CONNECTORS', 157231.3181597167)('FJZ - MISC PRODUCT - POWER PROD', 106476.0421681015)"
1531,287915," 1,067,184 ","FJF - QSIII & QS-2000 SPLICES,FJZ - MISC PRODUCT - POWER PROD,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 314620.2624809004)('FJI - SEPARABLE CONNECTORS', 223203.4018586124)('FJC - ENERGY RESINS', 165047.4576421479)"
1598,288640," 1,041,954 ","FSQ - GLASS CLOTH TAPES,FTR - OEM REINFORCED FILAMENT TAPE,FSB - COPPER FOIL TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 242424.3593045806)('FTM - POLYESTER FILM TAPES', 242184.7017021547)('FTZ - 1/S10/S20 EPOXY TAPES', 217967.37854868989)"
2198,297602," 1,030,072 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 462852.8035386292)('FJI - SEPARABLE CONNECTORS', 228015.3330983631)('FJC - ENERGY RESINS', 151364.94682992014)"
51,68865," 1,028,700 ","FTM - POLYESTER FILM TAPES,FTU - 92/1205 & OTH HI-TEMP",1,"('FTB - COMPOSITE, ACETATE & PAPER', 420409.28208751703)('FTZ - 1/S10/S20 EPOXY TAPES', 308809.2144789094)('FSQ - GLASS CLOTH TAPES', 241841.28279855975)"
594,213664," 1,022,147 ","FJZ - MISC PRODUCT - POWER PROD,FIT - SILICONE TAPE",1,"('FJC - ENERGY RESINS', 160829.00487752337)('FIP - ARC PROOFING TAPE', 157605.64028579812)('FIM - 130C RUBBER TAPE', 138950.40976308103)"
754,217508," 1,015,235 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 124067.6827449775)('RWA - SOLAR ACRYLIC FOAM TAPES', 45585.37744420498)('FJB - COLD SHRINK TUBING', 37220.30482349326)"
233,123483," 987,111 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 407979.2893814248)('FJI - SEPARABLE CONNECTORS', 198023.03285169738)('FJZ - MISC PRODUCT - POWER PROD', 129220.51172974386)"
836,233915," 984,062 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 120258.23308218639)('RWA - SOLAR ACRYLIC FOAM TAPES', 44185.696263006634)('FJB - COLD SHRINK TUBING', 36077.46992465592)"
451,162266," 976,568 ","FJF - QSIII & QS-2000 SPLICES,FJI - SEPARABLE CONNECTORS,FIP - ARC PROOFING TAPE",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 274735.19226107356)('FJM - QTIII RUBBER TERMINATIONS', 245907.81059422588)('FJZ - MISC PRODUCT - POWER PROD', 163393.6025013341)"
516,179849," 971,849 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 431286.85654546105)('FJI - SEPARABLE CONNECTORS', 224808.568432851)('FJC - ENERGY RESINS', 153557.1767573854)"
62,69819," 965,399 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 406624.80840869376)('FTU - 92/1205 & OTH HI-TEMP', 307095.9666687222)('FTZ - 1/S10/S20 EPOXY TAPES', 297504.04088292224)"
520,179873," 961,051 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 404793.16152261716)('FTU - 92/1205 & OTH HI-TEMP', 305712.6487809703)('FTZ - 1/S10/S20 EPOXY TAPES', 296163.9299531171)"
410,156249," 945,192 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 450483.9106677183)('FJI - SEPARABLE CONNECTORS', 142069.13938149778)('FJZ - MISC PRODUCT - POWER PROD', 96816.16822783757)"
797,226788," 939,002 ","FID - GENERAL USE VINYL-BLACK,FIN - ALL MASTICS,FKK - COMFORT GRIP GLOVES",0.820183743,"('FIR - 13 SEMI-CONDUCTING TAPE', 49265.776091438376)('FJC - ENERGY RESINS', 40958.97598211953)('FJZ - MISC PRODUCT - POWER PROD', 40763.999956243315)"
2393,300123," 919,283 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 412670.406710204)('FJI - SEPARABLE CONNECTORS', 203260.63617640082)('FJC - ENERGY RESINS', 134885.55062680764)"
1325,281301," 897,909 ",FIP - ARC PROOFING TAPE,1,"('FIN - ALL MASTICS', 179009.3460774002)('FJZ - MISC PRODUCT - POWER PROD', 156633.17781772517)('FIT - SILICONE TAPE', 112379.19940542341)"
194,117024," 887,334 ","FIE - 35 VINYL TAPE,FIC - 33 VINYL TAPE,FIM - 130C RUBBER TAPE",0.866458908,"('FIV - SCOTCHFIL', 126985.55999028608)('FIA - UTILITY BID VINYL TAPES', 90615.42710050255)('FKD - SCOTCHLOK TERMINALS', 83058.70745779162)"
162,115114," 885,943 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 178104.18452052178)('FJZ - MISC PRODUCT - POWER PROD', 123335.00204153787)('FJC - ENERGY RESINS', 121927.05114294661)"
61,69817," 885,833 ","FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES,FSQ - GLASS CLOTH TAPES",0.993165025,"('FTZ - 1/S10/S20 EPOXY TAPES', 245558.78683870682)('FSB - COPPER FOIL TAPES', 164621.0953776386)('FTR - OEM REINFORCED FILAMENT TAPE', 132287.24972550594)"
2883,307292," 883,712 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 420753.7927610583)('FJL - QTII,RUBBER, PORCELAIN TERMI', 276724.9164434887)('FJI - SEPARABLE CONNECTORS', 126307.06579985918)"
404,153831," 874,680 ",FJB - COLD SHRINK TUBING,1,"('FIU - BARRICADE TAPE', 103082.0265613749)('RWA - SOLAR ACRYLIC FOAM TAPES', 89271.65367573294)('RWR - WIND PROTECTION TAPES', 48593.33333333333)"
254,123577," 873,188 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",0.936825753,"('FJC - ENERGY RESINS', 118430.54394840136)('FIP - ARC PROOFING TAPE', 61723.73461319943)('FIT - SILICONE TAPE', 52954.463518299526)"
28,58662," 863,746 ","FJI - SEPARABLE CONNECTORS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJC - ENERGY RESINS', 182504.4134583887)('FJM - QTIII RUBBER TERMINATIONS', 154056.86618204098)('FJZ - MISC PRODUCT - POWER PROD', 150028.3120158856)"
2795,305923," 861,025 ",GGB - LOCATING PRODUCTS,1,"('GGR - POINT MARKERS - TELECOM', 84475.58553493777)('FIL - 23 RUBBER TAPE', 10930.621814490252)('FIN - ALL MASTICS', 8785.512011488478)"
655,215129," 849,990 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 335370.51985373296)('FJI - SEPARABLE CONNECTORS', 186741.35493590395)('FJC - ENERGY RESINS', 128924.06047082)"
546,184250," 849,475 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",0.999052456,"('FJI - SEPARABLE CONNECTORS', 192929.850272286)('FJC - ENERGY RESINS', 130107.37449330169)('FJZ - MISC PRODUCT - POWER PROD', 125646.71522493832)"
3208,313031," 842,763 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 328660.2995575138)('FJI - SEPARABLE CONNECTORS', 157744.99350816102)('FJZ - MISC PRODUCT - POWER PROD', 103568.25582890223)"
277,128701," 837,881 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",0.901098046,"('FJC - ENERGY RESINS', 118431.83221257951)('FIP - ARC PROOFING TAPE', 67842.17083254374)('FIT - SILICONE TAPE', 61124.13282320101)"
243,123519," 831,146 ","FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES,FTZ - 1/S10/S20 EPOXY TAPES",0.988933058,"('FSQ - GLASS CLOTH TAPES', 186588.90496246406)('FSB - COPPER FOIL TAPES', 150228.1680246746)('FSD - SPECIALTY FOIL TAPES', 101164.03146242429)"
2310,299094," 828,629 ","FJC - ENERGY RESINS,FIV - SCOTCHFIL,FIB - 88 VINYL TAPE",0.984547786,"('FKD - SCOTCHLOK TERMINALS', 175064.90702706797)('FKE - SPEC. DISTR. TERMINALS', 130520.69525921637)('FKB - ""U"" ELEMENT & IDC CONNECTORS', 130485.67752906818)"
440,159530," 820,521 ","FIP - ARC PROOFING TAPE,FJZ - MISC PRODUCT - POWER PROD,FID - GENERAL USE VINYL-BLACK",0.998351792,"('FIN - ALL MASTICS', 119990.31307918299)('FIT - SILICONE TAPE', 119567.92254273954)('FJI - SEPARABLE CONNECTORS', 97495.0685364361)"
392,152116," 800,573 ","FJG - HIGH VOLTAGE,FIQ - TAPE TERM/SPLICING KITS",1,"('FJM - QTIII RUBBER TERMINATIONS', 56884.20912514674)('FJL - QTII,RUBBER, PORCELAIN TERMI', 39367.82869145233)('FJI - SEPARABLE CONNECTORS', 38609.46147239316)"
589,213486," 799,392 ","FJB - COLD SHRINK TUBING,FJZ - MISC PRODUCT - POWER PROD,FID - GENERAL USE VINYL-BLACK",1,"('FIU - BARRICADE TAPE', 80231.02139780614)('RWA - SOLAR ACRYLIC FOAM TAPES', 69164.6183451671)('FIN - ALL MASTICS', 44545.841931543066)"
922,246985," 797,668 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJI - SEPARABLE CONNECTORS",1,"('FJM - QTIII RUBBER TERMINATIONS', 319549.4731512987)('FJC - ENERGY RESINS', 124821.80760428336)('FJZ - MISC PRODUCT - POWER PROD', 120098.18735827008)"
1920,294305," 786,807 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 117070.22298992217)('FIC - 33 VINYL TAPE', 88887.64292747271)('FIL - 23 RUBBER TAPE', 80574.89111414777)"
25,58654," 786,021 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 331070.9118960924)('FTU - 92/1205 & OTH HI-TEMP', 250035.26499651742)('FTZ - 1/S10/S20 EPOXY TAPES', 242225.58995683643)"
2341,299804," 782,750 ",GGB - LOCATING PRODUCTS,1,"('GGR - POINT MARKERS - TELECOM', 76795.98684994344)('FIL - 23 RUBBER TAPE', 9936.928922263865)('FIN - ALL MASTICS', 7986.829101353162)"
1409,283731," 780,262 ","FIE - 35 VINYL TAPE,FIC - 33 VINYL TAPE,FIM - 130C RUBBER TAPE",0.815265113,"('FIV - SCOTCHFIL', 109554.91634454197)('FIA - UTILITY BID VINYL TAPES', 77174.77328505636)('FKD - SCOTCHLOK TERMINALS', 71203.39323407579)"
1334,281626," 767,951 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 114264.68315629831)('FIC - 33 VINYL TAPE', 86757.4870553734)('FIL - 23 RUBBER TAPE', 78643.94692665695)"
573,212309," 758,103 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 319311.904086208)('FTU - 92/1205 & OTH HI-TEMP', 241154.48892047437)('FTZ - 1/S10/S20 EPOXY TAPES', 233622.1986539174)"
526,179891," 758,000 ","FTM - POLYESTER FILM TAPES,FTR - OEM REINFORCED FILAMENT TAPE,FSB - COPPER FOIL TAPES",0.92278421,"('FTB - COMPOSITE, ACETATE & PAPER', 247554.09748325124)('FSQ - GLASS CLOTH TAPES', 165449.47761218215)('FTF - 60 TO 63 PTFE HI-TEMP TAPES', 72078.86345181984)"
